"('mid',)","('ordering',)","('pid',)","('category',)","('job',)"
tt0013257,1,nm0159725,actor,
tt0013257,2,nm0159770,actress,
tt0013257,3,nm0669922,actress,
tt0013257,4,nm0690702,actress,
tt0013257,5,nm0125762,composer,
tt0013257,6,nm0345014,composer,
tt0013257,7,nm0401654,composer,
tt0013257,8,nm0433578,composer,
tt0013257,9,nm0716082,composer,
tt0013427,1,nm1354245,actor,
tt0013427,2,nm0638725,actress,
tt0013427,3,nm0192066,actress,
tt0013427,4,nm0020180,actor,
tt0013427,5,nm0280904,director,
tt0013427,6,nm0280878,writer,idea
tt0013427,7,nm1018886,composer,
tt0013427,8,nm0798978,composer,
tt0013427,9,nm2625039,editor,
tt0013442,10,nm0002302,composer,
tt0013442,1,nm0775180,actor,
tt0013442,2,nm0334603,actor,
tt0013442,3,nm0903194,actor,
tt0013442,4,nm0775659,actress,
tt0013442,5,nm0003638,director,
tt0013442,6,nm0301961,writer,screen play
tt0013442,7,nm0831290,writer,"based on the novel: ""Dracula"""
tt0013442,8,nm0225868,producer,producer
tt0013442,9,nm0336057,producer,producer
tt0013496,10,nm0004592,composer,
tt0013496,1,nm0002154,actor,
tt0013496,2,nm0723801,actress,
tt0013496,3,nm0250790,actress,
tt0013496,4,nm0903145,actor,
tt0013496,5,nm0003638,director,
tt0013496,6,nm0369458,writer,based on the novel by
tt0013496,7,nm0902376,writer,adapted for the screen by
tt0013496,8,nm2155614,producer,producer
tt0013496,9,nm0690143,producer,producer
tt0013556,10,nm0634366,editor,
tt0013556,1,nm0001196,actor,
tt0013556,2,nm0000891,actor,
tt0013556,3,nm0208659,actor,
tt0013556,4,nm0071746,actress,
tt0013556,5,nm0245385,director,
tt0013556,6,nm0202617,writer,
tt0013556,7,nm0461241,writer,
tt0013556,8,nm0940689,writer,
tt0013556,9,nm0249186,cinematographer,
tt0013750,10,nm0005806,cinematographer,
tt0013750,1,nm0203836,actress,
tt0013750,2,nm0822477,actor,
tt0013750,3,nm0362361,actor,
tt0013750,4,nm0175583,actress,
tt0013750,5,nm0897085,director,
tt0013750,6,nm0495461,writer,
tt0013750,7,nm0538186,writer,novel
tt0013750,8,nm0715564,writer,adaptation
tt0013750,9,nm0676733,composer,
tt0013933,1,nm0537222,actor,
tt0013933,2,nm0544539,actress,
tt0013933,3,nm0885965,actor,
tt0013933,4,nm0070762,actor,
tt0013933,5,nm0258477,director,
tt0013933,6,nm0258506,writer,writer
tt0013933,7,nm1108988,cinematographer,
tt0013933,8,nm0346686,cinematographer,
tt0013933,9,nm0835993,cinematographer,
tt0014029,1,nm0635667,actress,
tt0014029,2,nm0336339,actor,
tt0014029,3,nm0629589,actor,
tt0014029,4,nm0230188,actress,
tt0014029,5,nm0428059,director,
tt0014029,6,nm0566338,writer,writer
tt0014029,7,nm0784407,writer,story
tt0014029,8,nm0188402,cinematographer,
tt0014029,9,nm0779238,cinematographer,
tt0014109,1,nm0361319,actor,
tt0014109,2,nm0774563,actor,
tt0014109,3,nm0147803,actress,
tt0014109,4,nm0617527,actress,
tt0014109,5,nm0830249,director,
tt0014109,6,nm0405147,writer,
tt0014109,7,nm0481248,writer,novel
tt0014109,8,nm0042394,composer,
tt0014109,9,nm0005748,cinematographer,
tt0014142,10,nm0440017,composer,
tt0014142,1,nm0151606,actor,
tt0014142,2,nm0589105,actress,
tt0014142,3,nm0449908,actor,
tt0014142,4,nm0504476,actress,
tt0014142,5,nm0941637,director,
tt0014142,6,nm0401076,writer,"novel ""Notre-Dame de Paris"""
tt0014142,7,nm0790622,writer,adaptation
tt0014142,8,nm0522871,writer,scenario
tt0014142,9,nm0730929,writer,
tt0014205,10,nm0005806,cinematographer,
tt0014205,1,nm0203836,actress,
tt0014205,2,nm0001230,actor,
tt0014205,3,nm0285202,actor,
tt0014205,4,nm0358029,actor,
tt0014205,5,nm0646058,director,
tt0014205,6,nm0949995,writer,"play ""Little Old New York"", 1920"
tt0014205,7,nm0715564,writer,writer
tt0014205,8,nm0372558,producer,producer
tt0014205,9,nm0676733,composer,
tt0014341,10,nm0421157,cinematographer,
tt0014341,1,nm0000036,actor,
tt0014341,2,nm0848231,actress,
tt0014341,3,nm0444172,actor,
tt0014341,4,nm0731247,actor,
tt0014341,5,nm0090007,director,
tt0014341,6,nm0369841,writer,story
tt0014341,7,nm0115669,writer,story
tt0014341,8,nm0593477,writer,story
tt0014341,9,nm0002301,composer,
tt0014358,10,nm0881022,actor,
tt0014358,1,nm0000122,actor,
tt0014358,2,nm0701012,actress,
tt0014358,3,nm0152260,actor,
tt0014358,4,nm0920323,actress,
tt0014358,5,nm0718466,actor,
tt0014358,6,nm0718469,actor,
tt0014358,7,nm0615306,actor,
tt0014358,8,nm0102901,actress,
tt0014358,9,nm0841501,actor,
tt0014417,10,nm0119704,cinematographer,
tt0014417,1,nm0336414,actor,
tt0014417,2,nm0536252,actor,
tt0014417,3,nm0879412,actor,
tt0014417,4,nm0786313,actor,
tt0014417,5,nm0304098,director,
tt0014417,6,nm0665572,producer,producer
tt0014417,7,nm0006131,composer,
tt0014417,8,nm0004592,composer,
tt0014417,9,nm0115996,cinematographer,
tt0014429,10,nm0369841,writer,
tt0014429,1,nm0516001,actor,
tt0014429,2,nm0205192,actress,
tt0014429,3,nm0835128,actor,
tt0014429,4,nm0949927,actor,
tt0014429,5,nm0628345,director,
tt0014429,6,nm0853130,director,
tt0014429,7,nm0730018,writer,story
tt0014429,8,nm0924065,writer,story
tt0014429,9,nm0907778,writer,titles
tt0014532,10,nm0922574,cinematographer,
tt0014532,1,nm0731623,actor,
tt0014532,2,nm0211191,actor,
tt0014532,3,nm0852347,actress,
tt0014532,4,nm0269671,actress,
tt0014532,5,nm0001124,director,
tt0014532,6,nm0534221,writer,story
tt0014532,7,nm0322688,cinematographer,
tt0014532,8,nm0549132,cinematographer,
tt0014532,9,nm0005887,cinematographer,
tt0014538,10,nm0504380,cinematographer,
tt0014538,1,nm0000036,actor,
tt0014538,2,nm0494993,actress,
tt0014538,3,nm0000891,actor,
tt0014538,4,nm0731247,actor,
tt0014538,5,nm0166836,director,
tt0014538,6,nm0115669,writer,story and titles
tt0014538,7,nm0593477,writer,story and titles
tt0014538,8,nm0369841,writer,story and titles
tt0014538,9,nm0004592,composer,
tt0014586,10,nm2240871,composer,
tt0014586,1,nm0417837,actor,
tt0014586,2,nm0891998,actor,
tt0014586,3,nm0470328,actor,
tt0014586,4,nm0226189,actor,
tt0014586,5,nm0083532,director,
tt0014586,6,nm0501902,director,
tt0014586,7,nm0301961,writer,
tt0014586,8,nm1803316,producer,producer
tt0014586,9,nm8468330,composer,
tt0014611,10,nm1084708,producer,producer
tt0014611,1,nm0516001,actor,
tt0014611,2,nm0707814,actress,
tt0014611,3,nm0007539,actor,
tt0014611,4,nm0397907,actor,
tt0014611,5,nm0628345,director,
tt0014611,6,nm0853130,director,
tt0014611,7,nm0928514,writer,story assistant
tt0014611,8,nm0924065,writer,story assistant
tt0014611,9,nm0907778,writer,titles
tt0014624,10,nm0048798,actress,
tt0014624,1,nm0701012,actress,
tt0014624,2,nm0312238,actor,
tt0014624,3,nm0588033,actor,
tt0014624,4,nm0461438,actress,
tt0014624,5,nm0000122,director,
tt0014624,6,nm0294058,actor,
tt0014624,7,nm0579663,actor,
tt0014624,8,nm0607369,actress,
tt0014624,9,nm0689748,actress,
tt0014646,10,nm0770703,cinematographer,
tt0014646,1,nm0813216,actress,
tt0014646,2,nm0407970,actor,
tt0014646,3,nm0874941,actor,
tt0014646,4,nm0060693,actor,
tt0014646,5,nm0698839,director,
tt0014646,6,nm0265777,writer,
tt0014646,7,nm0652974,writer,
tt0014646,8,nm0866238,writer,play
tt0014646,9,nm0778303,cinematographer,
tt0014945,10,nm0002206,producer,producer
tt0014945,1,nm0516001,actor,
tt0014945,2,nm0707814,actress,
tt0014945,3,nm0200068,actor,
tt0014945,4,nm0341134,actor,
tt0014945,5,nm0628345,director,
tt0014945,6,nm0853130,director,
tt0014945,7,nm0928514,writer,story
tt0014945,8,nm0924065,writer,story
tt0014945,9,nm0336984,writer,titles
tt0014972,10,nm0943969,editor,film editor
tt0014972,1,nm0151606,actor,
tt0014972,2,nm0790454,actress,
tt0014972,3,nm0318105,actor,
tt0014972,4,nm0455246,actress,
tt0014972,5,nm0803705,director,
tt0014972,6,nm0028916,writer,adapted from the play by
tt0014972,7,nm0933133,writer,adapted for the screen by
tt0014972,8,nm0014703,writer,titles
tt0014972,9,nm0601657,cinematographer,
tt0015002,10,nm0002206,producer,producer
tt0015002,1,nm0516001,actor,
tt0015002,2,nm0707814,actress,
tt0015002,3,nm0189684,actress,
tt0015002,4,nm0828897,actor,
tt0015002,5,nm0628345,director,
tt0015002,6,nm0853130,director,
tt0015002,7,nm0340599,writer,story and titles
tt0015002,8,nm0924065,writer,story and titles
tt0015002,9,nm0336984,writer,story and titles
tt0015016,10,nm0318647,producer,producer
tt0015016,1,nm0639563,actor,
tt0015016,2,nm0068705,actress,
tt0015016,3,nm0119957,actor,
tt0015016,4,nm0149477,actor,
tt0015016,5,nm0000406,director,
tt0015016,6,nm0448981,writer,story
tt0015016,7,nm0751246,writer,story
tt0015016,8,nm0201544,writer,titles
tt0015016,9,nm0002206,producer,producer
tt0015039,1,nm0895048,director,
tt0015039,2,nm0442227,cinematographer,
tt0015039,3,nm0841294,editor,
tt0015064,10,nm2328000,composer,
tt0015064,1,nm0417837,actor,
tt0015064,2,nm0217848,actress,
tt0015064,3,nm0384897,actor,
tt0015064,4,nm0476130,actress,
tt0015064,5,nm0003638,director,
tt0015064,6,nm0562346,writer,written by
tt0015064,7,nm0690143,producer,producer
tt0015064,8,nm0005959,composer,
tt0015064,9,nm0110640,composer,
tt0015116,10,nm0005849,cinematographer,
tt0015116,1,nm0841797,actress,
tt0015116,2,nm0601962,actor,
tt0015116,3,nm0850896,actress,
tt0015116,4,nm0445246,actor,
tt0015116,5,nm0245385,director,
tt0015116,6,nm0878338,writer,scenario
tt0015116,7,nm1738735,writer,story
tt0015116,8,nm0834553,writer,story
tt0015116,9,nm0425456,writer,titles
tt0015119,10,nm0616729,actor,
tt0015119,1,nm0896538,actress,
tt0015119,2,nm0089524,actor,
tt0015119,3,nm0696679,actress,
tt0015119,4,nm0354878,actor,
tt0015119,5,nm0523932,director,
tt0015119,6,nm0075960,writer,
tt0015119,7,nm0773083,writer,"play ""Nur ein Traum/Only a Dream"""
tt0015119,8,nm0002355,cinematographer,
tt0015119,9,nm0579663,actor,
tt0015136,10,nm0005713,cinematographer,
tt0015136,1,nm0805790,actor,
tt0015136,2,nm0159725,actor,
tt0015136,3,nm0339669,actress,
tt0015136,4,nm0615407,actor,
tt0015136,5,nm0003433,director,
tt0015136,6,nm0051911,writer,based on the novel of the same name by
tt0015136,7,nm0902376,writer,adaptation and screenplay
tt0015136,8,nm0690143,producer,producer
tt0015136,9,nm0896866,composer,
tt0015163,10,nm0396327,cinematographer,
tt0015163,1,nm0000036,actor,
tt0015163,2,nm0570230,actress,
tt0015163,3,nm0089162,actor,
tt0015163,4,nm0123548,actor,
tt0015163,5,nm0187981,director,
tt0015163,6,nm0115669,writer,story
tt0015163,7,nm0593477,writer,story
tt0015163,8,nm0369841,writer,story
tt0015163,9,nm0004592,composer,
tt0015174,10,nm0084430,actor,
tt0015174,1,nm0778159,actress,
tt0015174,2,nm0036459,actress,
tt0015174,3,nm0519765,actor,
tt0015174,4,nm0611052,actor,
tt0015174,5,nm0000485,director,
tt0015174,6,nm0902376,writer,
tt0015174,7,nm0403288,composer,
tt0015174,8,nm0389155,cinematographer,
tt0015174,9,nm0005844,cinematographer,
tt0015175,10,nm0389155,cinematographer,
tt0015175,1,nm0725332,actor,
tt0015175,2,nm0778159,actress,
tt0015175,3,nm0519765,actor,
tt0015175,4,nm0036459,actress,
tt0015175,5,nm0000485,director,
tt0015175,6,nm0902376,writer,
tt0015175,7,nm0690143,producer,producer
tt0015175,8,nm0403288,composer,
tt0015175,9,nm0003471,composer,
tt0015202,10,nm0029098,cinematographer,
tt0015202,1,nm0891998,actor,
tt0015202,2,nm0815054,actress,
tt0015202,3,nm0823731,actor,
tt0015202,4,nm0039489,actor,
tt0015202,5,nm0927468,director,
tt0015202,6,nm0626326,writer,
tt0015202,7,nm0719165,writer,novel
tt0015202,8,nm0004321,composer,
tt0015202,9,nm1624035,composer,
tt0015214,10,nm1109338,cinematographer,
tt0015214,1,nm0553331,actor,
tt0015214,2,nm0989809,actor,
tt0015214,3,nm0699522,actor,
tt0015214,4,nm0735029,actress,
tt0015214,5,nm0163229,director,
tt0015214,6,nm0224543,producer,producer
tt0015214,7,nm0958249,composer,
tt0015214,8,nm0927484,composer,
tt0015214,9,nm0221135,cinematographer,
tt0015224,1,nm0111503,actress,
tt0015224,2,nm0868458,actor,
tt0015224,3,nm0019419,actor,
tt0015224,4,nm0707803,actress,
tt0015224,5,nm0107543,director,
tt0015224,6,nm0057381,writer,"play ""Peter Pan"""
tt0015224,7,nm0325135,writer,screenplay
tt0015224,8,nm0137458,composer,
tt0015224,9,nm0002146,cinematographer,
tt0015324,10,nm0504380,cinematographer,
tt0015324,1,nm0000036,actor,
tt0015324,2,nm0570230,actress,
tt0015324,3,nm0444172,actor,
tt0015324,4,nm0175068,actor,
tt0015324,5,nm0369841,writer,story
tt0015324,6,nm0593477,writer,story
tt0015324,7,nm0115669,writer,story
tt0015324,8,nm3816287,composer,
tt0015324,9,nm0396327,cinematographer,
tt0015361,10,nm0691364,cinematographer,
tt0015361,1,nm0017893,actor,
tt0015361,2,nm0795500,actor,
tt0015361,3,nm0327150,actor,
tt0015361,4,nm0412045,actor,
tt0015361,5,nm0001178,director,
tt0015361,6,nm0470402,writer,
tt0015361,7,nm0687244,writer,
tt0015361,8,nm0586506,producer,producer
tt0015361,9,nm0452050,cinematographer,
tt0015400,10,nm0634366,editor,film editor
tt0015400,1,nm0001196,actor,
tt0015400,2,nm0426710,actress,
tt0015400,3,nm0250366,actor,
tt0015400,4,nm0067634,actor,
tt0015400,5,nm0909825,director,
tt0015400,6,nm0940689,writer,scenario editor
tt0015400,7,nm0008280,writer,screenwriter
tt0015400,8,nm0640884,writer,adaptation
tt0015400,9,nm0249186,cinematographer,
tt0015532,1,nm0718201,director,
tt0015532,2,nm0002569,director,
tt0015532,3,nm0954632,composer,
tt0015624,10,nm0002206,producer,producer
tt0015624,1,nm0318105,actor,
tt0015624,2,nm0012395,actress,
tt0015624,3,nm0098376,actor,
tt0015624,4,nm0568282,actress,
tt0015624,5,nm0896542,director,
tt0015624,6,nm0384276,director,
tt0015624,7,nm0821716,writer,story
tt0015624,8,nm0066946,writer,scenario
tt0015624,9,nm0267868,writer,titles
tt0015634,10,nm0318171,actress,
tt0015634,1,nm0732079,actor,
tt0015634,2,nm0737074,actor,
tt0015634,3,nm0155479,actor,
tt0015634,4,nm0018319,actor,
tt0015634,5,nm0584778,director,
tt0015634,6,nm0180394,actor,
tt0015634,7,nm0425645,actress,
tt0015634,8,nm0732876,actress,
tt0015634,9,nm1198583,actor,
tt0015648,10,nm0019886,composer,
tt0015648,1,nm0031446,actor,
tt0015648,2,nm0058290,actor,
tt0015648,3,nm0017893,actor,
tt0015648,4,nm0090434,actor,
tt0015648,5,nm0001178,director,
tt0015648,6,nm0012810,writer,script by
tt0015648,7,nm0038595,writer,intertitles
tt0015648,8,nm0872308,writer,intertitles
tt0015648,9,nm1206447,producer,producer
tt0015768,1,nm0583207,actor,
tt0015768,2,nm0391474,actress,
tt0015768,3,nm0625047,actress,
tt0015768,4,nm0630927,actress,
tt0015768,5,nm0003433,director,
tt0015768,6,nm0727484,writer,"play ""Tyrannens fald"""
tt0015768,7,nm3812344,composer,
tt0015768,8,nm0774256,cinematographer,
tt0015772,10,nm0260011,composer,
tt0015772,1,nm0884388,actor,
tt0015772,2,nm0126566,actress,
tt0015772,3,nm0237571,actress,
tt0015772,4,nm0176302,actor,
tt0015772,5,nm0113284,director,
tt0015772,6,nm0701090,writer,"novel ""Dubrowski"", 1832"
tt0015772,7,nm0547938,writer,titles
tt0015772,8,nm0473134,writer,
tt0015772,9,nm0002301,composer,
tt0015841,10,nm0336984,writer,titles
tt0015841,1,nm0516001,actor,
tt0015841,2,nm0707814,actress,
tt0015841,3,nm0070757,actor,
tt0015841,4,nm0026849,actor,
tt0015841,5,nm0628345,director,
tt0015841,6,nm0853130,director,
tt0015841,7,nm0928514,writer,story
tt0015841,8,nm0340599,writer,story
tt0015841,9,nm0924065,writer,story
tt0015842,10,nm0644289,cinematographer,
tt0015842,1,nm0003425,actress,
tt0015842,2,nm0001256,actress,
tt0015842,3,nm0261626,actress,
tt0015842,4,nm0470328,actor,
tt0015842,5,nm0655065,director,
tt0015842,6,nm0079278,writer,based on the novel by
tt0015842,7,nm0352026,writer,scenario
tt0015842,8,nm1680388,writer,translator
tt0015842,9,nm0479968,cinematographer,
tt0015863,1,nm0000036,actor,
tt0015863,2,nm0874124,actor,
tt0015863,3,nm0616762,actress,
tt0015863,4,nm0860617,actor,
tt0015863,5,nm0623640,writer,assistant writer
tt0015863,6,nm0134252,writer,scenario
tt0015863,7,nm0354229,cinematographer,
tt0015863,8,nm0504380,cinematographer,
tt0015864,10,nm1027682,actor,
tt0015864,1,nm0000122,actor,
tt0015864,2,nm0841501,actor,
tt0015864,3,nm0615306,actor,
tt0015864,4,nm0074788,actor,
tt0015864,5,nm0675356,composer,
tt0015864,6,nm0005906,cinematographer,
tt0015864,7,nm0906618,actor,
tt0015864,8,nm0354913,actress,
tt0015864,9,nm1033900,actor,
tt0015873,1,nm0178260,self,
tt0015873,2,nm0774325,self,
tt0015873,3,nm0365738,self,
tt0015873,4,nm0451221,self,
tt0015873,5,nm0142579,writer,titled by
tt0015873,6,nm0708920,writer,titled by
tt0015881,10,nm0318647,producer,producer
tt0015881,1,nm0332998,actor,
tt0015881,2,nm0686032,actress,
tt0015881,3,nm0380965,actor,
tt0015881,4,nm0298202,actress,
tt0015881,5,nm0002233,director,
tt0015881,6,nm0558923,writer,screen adaptation and scenario
tt0015881,7,nm0635805,writer,"from the American classic ""McTeague"" by"
tt0015881,8,nm0267868,writer,titles
tt0015881,9,nm0002206,producer,producer
tt0016004,10,nm1818632,composer,
tt0016004,1,nm0723658,actress,
tt0016004,2,nm0564219,actress,
tt0016004,3,nm0529313,actor,
tt0016004,4,nm0172903,actor,
tt0016004,5,nm0523932,director,
tt0016004,6,nm0928492,writer,by
tt0016004,7,nm0430756,writer,adapted to the screen by
tt0016004,8,nm0298494,writer,titles by
tt0016004,9,nm0516737,writer,titles by
tt0016029,10,nm0005877,cinematographer,
tt0016029,1,nm0000073,actress,
tt0016029,2,nm0000859,actor,
tt0016029,3,nm0892867,actress,
tt0016029,4,nm0517099,actor,
tt0016029,5,nm0124877,director,
tt0016029,6,nm0175902,writer,screen play
tt0016029,7,nm0426531,writer,"based on the story: ""The Little Colonel"" by"
tt0016029,8,nm0006203,composer,
tt0016029,9,nm0587926,cinematographer,
tt0016039,10,nm1266538,composer,
tt0016039,1,nm0000891,actor,
tt0016039,2,nm0522281,actress,
tt0016039,3,nm0400763,actor,
tt0016039,4,nm0832011,actor,
tt0016039,5,nm0398464,director,
tt0016039,6,nm0236279,writer,based upon the 1912 novel by
tt0016039,7,nm0265572,writer,scenario
tt0016039,8,nm0534268,producer,producer
tt0016039,9,nm0004592,composer,
tt0016104,10,nm0005784,cinematographer,
tt0016104,1,nm0318105,actor,
tt0016104,2,nm0615141,actress,
tt0016104,3,nm0195460,actor,
tt0016104,4,nm0189684,actress,
tt0016104,5,nm0002233,director,
tt0016104,6,nm0322227,writer,screen adaptation and scenario
tt0016104,7,nm0529618,writer,adapted from the musical comedy by
tt0016104,8,nm0825551,writer,adapted from the musical comedy by
tt0016104,9,nm0014703,writer,titles
tt0016123,10,nm0005803,cinematographer,
tt0016123,1,nm0151606,actor,
tt0016123,2,nm0647481,actress,
tt0016123,3,nm0177599,actor,
tt0016123,4,nm0037783,actor,
tt0016123,5,nm0922327,director,
tt0016123,6,nm0928108,writer,stage play
tt0016123,7,nm0533102,writer,scenario
tt0016123,8,nm0448978,writer,scenario
tt0016123,9,nm0837989,writer,titles by
tt0016220,10,nm0165470,writer,adaptation
tt0016220,1,nm0151606,actor,
tt0016220,2,nm0679907,actress,
tt0016220,3,nm0449908,actor,
tt0016220,4,nm0136886,actor,
tt0016220,5,nm0432216,director,
tt0016220,6,nm0480677,director,
tt0016220,7,nm0781292,director,
tt0016220,8,nm0503693,writer,from the 1910 celebrated novel by
tt0016220,9,nm0031033,writer,titles
tt0016230,10,nm0260011,composer,
tt0016230,1,nm0885128,actress,
tt0016230,2,nm0313867,actress,
tt0016230,3,nm0541766,actor,
tt0016230,4,nm0835738,actor,
tt0016230,5,nm0000033,director,
tt0016230,6,nm0054123,writer,novel
tt0016230,7,nm0822627,writer,
tt0016230,8,nm0049608,producer,producer
tt0016230,9,nm0690143,producer,producer
tt0016332,10,nm0504380,cinematographer,
tt0016332,1,nm0000036,actor,
tt0016332,2,nm0245536,actress,
tt0016332,3,nm0055797,actor,
tt0016332,4,nm0250366,actor,
tt0016332,5,nm0576362,writer,adapted from David Belasco's famous comedy by
tt0016332,6,nm0115669,writer,screen version by
tt0016332,7,nm0369841,writer,screen version by
tt0016332,8,nm0593477,writer,screen version by
tt0016332,9,nm0396327,cinematographer,
tt0016473,1,nm0151606,actor,
tt0016473,2,nm0123994,actress,
tt0016473,3,nm0601596,actor,
tt0016473,4,nm0572142,actor,
tt0016473,5,nm0115218,director,
tt0016473,6,nm0730317,writer,story
tt0016473,7,nm0950150,writer,scenario
tt0016473,8,nm0450405,cinematographer,
tt0016473,9,nm0336546,editor,
tt0016481,10,nm0005713,cinematographer,
tt0016481,1,nm0417837,actor,
tt0016481,2,nm0217848,actress,
tt0016481,3,nm0211048,actress,
tt0016481,4,nm0911914,actor,
tt0016481,5,nm0243295,director,
tt0016481,6,nm0390586,writer,"novel ""Der Eid des Stephan Huller"""
tt0016481,7,nm0690143,producer,producer
tt0016481,8,nm4738941,composer,
tt0016481,9,nm0006248,composer,
tt0016544,10,nm0004592,composer,
tt0016544,1,nm0245386,actress,
tt0016544,2,nm0614879,actor,
tt0016544,3,nm0001316,actor,
tt0016544,4,nm0139794,actress,
tt0016544,5,nm0783865,director,
tt0016544,6,nm0000875,writer,adapted from his story
tt0016544,7,nm0062091,writer,adapted by
tt0016544,8,nm0497736,writer,adapted by
tt0016544,9,nm0322096,composer,
tt0016627,10,nm0280605,actress,
tt0016627,1,nm0318105,actor,
tt0016627,2,nm0090187,actress,
tt0016627,3,nm0195460,actor,
tt0016627,4,nm0069373,actor,
tt0016627,5,nm0896542,director,
tt0016627,6,nm0754581,writer,"novel ""Bardelys the Magnificent"""
tt0016627,7,nm0267913,writer,adaptation and scenario
tt0016627,8,nm0014703,writer,titles
tt0016627,9,nm0200125,cinematographer,
tt0016630,10,nm0577650,writer,book of musical play
tt0016630,1,nm0000036,actor,
tt0016630,2,nm0250366,actor,
tt0016630,3,nm0642063,actress,
tt0016630,4,nm0417012,actor,
tt0016630,5,nm0809548,writer,adapted by: from the 1923 stage success of the same name
tt0016630,6,nm0090213,writer,adapted by: from the 1923 stage success of the same name
tt0016630,7,nm0807667,writer,adapted by: from the 1923 stage success of the same name
